,Data Source,Import/Export,Date,HS Code,Product Description,Purchaser,Supplier,Weight,Quantity,Amount,Destination,Origin,Product,Month/Year
952,USA,Import,2023-10-20,,DRIED FOOD STUFF PREPARED MIX PANCAKE FLOUR FLOUR FOR PANCAKE HAGOU DUMPLING FLOUR MIX FLOUR FOR WET RICE PAPER RICE FLOUR FOR CAKE CRISPY FRIED POWDER MIX FRIED POWDER MIX MIXED FLOUR FOR CAKE RICE MACARONI SPIRAL SHAPED SOUR & HOT VEGE INSTANT NOODLE COLOR TAPIOCA SHREDS FISH MARINADE SAUCE DARK SEASONING SAUCE SHRIMP SATAY XO SAUCE COCONUT JELLO LYCHEE FLAVOR SWEET & SOUR YOUNG MANGO DRIED BLACK BEAN CORN PEELED GRASS JELLY MIX WHITE GRASS JELLY MIX BLACK ICED MILK COFFEE OPP FRIED RED ONION FRIED GARLIC GROUND BLACK PEPPER WHOLE BLACK PEPPER ANNATTO POWDER MUSHROOM SEASONINGMUSHROOM SEASONING INDIAN CHEF CURRY POWDER UMAMI SEASONING UMAMI SEASONING UMAMI SEASONING SESAME CANDY INOX COFFEE FILTER NO.7 CHILIRICE PAPER MIXED INSTANT RICE PAPER WITH SHR IMP SATAY SHIITAKE VEGAN OYSTER SAUCE SEASONING SAUCE VEGAN OYSTER SAUCE CHILI SAUCE TEXTURED SOY BEAN PROTEIN VN01 KUMQUAT AND APRICOTDRINK MIX BABY AMBARELLA IN BRINE WASABI FLA VOR COATED GREEN PEAS ICED MILK COFFEE GREEN GRASS JELLY POWDER BROWN SUGAR MILK TEA PEACHTEA INSTANT BLACK COFFEE G7 2 IN 1 JELLY POW DER CREAM SODA DRINK SARSI SOFT DRINK ORANGE SOFT DRINK MILK COFFEE PRESERVED TARO BEANCURD PRESERVED TOFU BEANCURD WITH CHILI CRISPY TINY SHRIMP FRIED GARLIC CUTTLEFISH CHIPS (NOTREADY TO EAT) COLORED SHRIMP CHIPS (NOT READ Y TO EAT) MUSHROOM AND VEGETABLE SEASONING COCONUT CRACKER WITH PEANUTS LIME LEAVES CRISPYRICE CRACKER FLAT BAMBOO BASKET WATER SPINAC H SHREDDER CHILLI SAUCE HOT FRIED RICE COCONUT CRACKER ORIGINAL COCONUT CRACKER ORIGINAL COCONUT CRACKER WITH MUNG BEANS COCONUT CRACKER WITH PEANUTS COCONUT CRACKER WITH SESAME COCONUT CRACKER WITH SEASAME LONGEVITY EGG NOODLE VEGETARIAN NOODLE -SMALL DRIED SOURSOP,Dong Phuong Distributor,"Ceaf Co., Ltd",25282.0,2437.0,,United States of America,Vietnam,Xoài sấy,2023-10
953,CIS,Import,2024-03-30,200899.0,DRIED MANGO,"Llc ""Asiya Treyd""",CTCP Tiep Van A Au O/B Tam Ngog One Member Company Ltd,25920.0,,0.0,Kazakhstan,Vietnam,Xoài sấy,2024-03
954,CIS,Import,2024-02-19,200899.0,DRIED FRUITS DRIED MANGO,"Llc ""Asiya Treyd""",CTCP Van Tai Duong Sat Ha Noi O/B Tam Ngoc One Member Company Ltd,25920.0,,0.0,Kazakhstan,Vietnam,Xoài sấy,2024-02
955,CIS,Import,2023-10-30,200899.0,DRIED MANGO,Llp Dare,Dinghong Trading Co Ltd O/B Guangzhou Dinghong Trading Co Ltd,27202.0,,0.0,Kazakhstan,Vietnam,Xoài sấy,2023-10
956,USA,Import,2023-07-30,630590.0,"GARMENT, DRIED MANGO SLICES, FRIED BANANA CH",Ecu Worldwide (Canada) Inc.,Ecu Worldwide Vietnam,14956.0,156.0,0.3,United States of America,Vietnam,Xoài sấy,2023-07
957,CIS,Import,2023-11-28,2008996300.0,MANGO DRIED ART: - 10 PIECES;,Pashko Igor Aleksandrovich,Embassy Of Belarus In Viet Nam,2.0,,0.0,Belarus,Vietnam,Xoài sấy,2023-11
958,USA,Import,2023-09-01,,"FREIGHT PREPAID CARGO IS STOWED IN A REFRIGERATED CONTAINER AT THE SHIPPER'S REQUESTED CARRYING TEMPERATU10 DEGREES CELSIUS 1 X 40' RF CONTAINER 2200 CARTONS (20 PALLETS) OF 22MT VIETNAM ORIGIN DRIED MANGO SLICES (PACKED IN 10KG NET CARTONS) NET WEIGHT: 22,000.00 KGS GROSS WEIGHT: 23,360.00 KGS TOTAL NO OF PACKAGES: 2200 CARTONS HS CODE: 200600 FDA NUMBER 13068632488 SELLER FDA NUMBER: 13068632488 EXPORTER FDA NUMBER: 12229401598 ON BEHALF OF TROPIKAL LIFE INTERNATIONAL (PV LTD",Food Castle,Expo Commodities,27640.0,2200.0,,United States of America,Vietnam,Xoài sấy,2023-09
959,USA,Import,2023-12-15,,VIETNAM ORIGIN DRIED MANGO SLICES HS CODE: 200600,Food Castle,Expo Commodities (Vietnam),23320.0,2200.0,,United States of America,Vietnam,Xoài sấy,2023-12
960,USA,Import,2023-11-09,,VIETNAM ORIGIN DRIED MANGO SLICES HS CODE: 200600,Food Castle,Expo Commodities (Vietnam) Company,23320.0,2200.0,,United States of America,Vietnam,Xoài sấy,2023-11
961,USA,Import,2023-10-27,,VIETNAM ORIGIN DRIED MANGO SLICES HS CODE: 200600,Food Castle,Expo Commodities (Vietnam) Company,23232.0,2200.0,,United States of America,Vietnam,Xoài sấy,2023-10
962,All of Vietnam,Import,2023-11-06,20079990.0,"XOÀI SẤY KHÔ DRIED MANGO, PN NUMBER: 230471480610 , WEIGHT: 4KGM/BAG, PACKAGED BY PLASTIC BAG, MANUFACTURER: NHA AN, HÀNG TẶNG MỚI 100%",Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,Fdx/Customs Brokerage,,4.0,0.7,Vietnam,Vietnam,Xoài sấy,2023-11
963,USA,Import,2023-12-26,,"DRIED MANGO 1080 CARTONS DRIED MANGO GROSS WEIGHT 18,360.00 KGS MEAS 65.31 (CBM) 1080 CARTONS DRIED MANGO GROSS WEIGHT 18,360.00 KGS MEAS 65.31 (CBM) HS CODE 2008.99.4000 REFER TO PURCHASE ORDER NO. FS1039-23, FS1040-23 TAX ID NO.0135555005996",Forever Green Food Inc,"Fruitland Snack Co .,Ltd",36720.0,1080.0,,United States of America,Vietnam,Xoài sấy,2023-12
964,USA,Import,2023-12-26,,DRIED MANGO,Forever Green Food Inc,"Fruitland Snack Co .,Ltd",36720.0,1080.0,,United States of America,Vietnam,Xoài sấy,2023-12
965,USA,Import,2024-06-14,200899.0,DRIED MANGO SLICE,Galleon Technology Inc Dba Shippabo,Galleon Technology (Shenzhen),24360.0,4000.0,0.5,United States of America,Vietnam,Xoài sấy,2024-06
966,USA,Import,2023-07-28,,"PO 4702 DRIED MANGO SLICES, NO COLOR ADDED H",Food Castle,"Gcf International Co., Ltd.",23831.0,1100.0,,United States of America,Vietnam,Xoài sấy,2023-07
967,USA,Import,2024-07-14,,YAMMY DRIED MANGO CHIP,Jive Snacks Llc,Green World Import Export Company L,690.0,60.0,,United States of America,Vietnam,Xoài sấy,2024-07
968,USA,Import,2024-04-26,,YAMMY DRIED MANGO CHIPS,Jive Snacks Llc,Green World Import Export Company L,592.0,78.0,,United States of America,Vietnam,Xoài sấy,2024-04
969,USA,Import,2023-09-09,,YAMMY DRIED MANGO CHIPS,Jive Snacks Llc,Green World Import Export Company L,1830.0,180.0,,United States of America,Vietnam,Xoài sấy,2023-09
970,USA,Import,2024-04-27,,DRIED CHILI MANGO HS CODE: 0804.50.80 DRIED MANGO HS CODE: 0804.50.80 FREEZE-DRIED DICED DRAGON FRUIT HS CODE: 0810.90.46 FREEZE-DRIED SOURSOP HS CODE: 0810.90.46 FREEZE-DRIED DURIAN HS CODE: 0810.60.0000 FREEZE-DRIED MANGO HS CODE: 0804.50.80 FREEZE-DRIED MANGOSTEEN HS CODE: 0804.50.80 FREEZE-DRIED JACKFRUIT HS CODE: 0810.90.46 FREEZE-DRIED PINEAPPLE HS CODE: 0804.30.60 DRIED PINEAPPLE HS CODE: 0810.90.46 DRIED CHILI PINEAPPLE HS CODE: 0810.90.46 NONI TEA HS CODE: 2008.99.90 COMBO NONI TEA AND GINGER HS CODE: 2008.99.90 COMBO NONI TEA HS CODE: 2008.99.90,"Chavi, Llc",Hana Nguyen Technology Company,2878.0,233.0,,United States of America,Vietnam,Xoài sấy,2024-04
971,USA,Import,2023-10-09,,DRIED MANGO 26 PACKS EXOTIC TROPICAL FRUITS 32PACKS EXOTIC TROPICAL FRUITS 16 PACKS FR EEZE-DRIED DURIAN 192 PACKS,Chavi Llc,Hana Nguyen Technology Company Limi,4457.0,194.0,,United States of America,Vietnam,Xoài sấy,2023-10
972,Ukraine,Import,2024-04-02,2008996300.0,"1. Їстівні плоди сушені:М'яке сушене манго (Soft dried mango) - 16 392,00 кг чиста вага нетто, 163 920 роздрібних упаковок по 100 г нетто, розміщено в 6 830 картонних коробках по 24 дойпака в коробці. Товар являє собою рівномірні за розмірами шматочки плодів манго, правильної округлої чи овальної форми, колір - від жовтого до помаранчевого, характерний смак і аромат манго без сторонніх запахів та домішок з незначним доданням цукру та консерванту - метабісульфіт натрію. Ботанічна назва (Mangifera indica L.). Склад: манго 95%, цукор 4,5%, регулятор кислотності: лимонна кислота, консервант: метабісульфіт натрію. Вміст вологи - не більше 19,2%. Процес виготовлення: відібраний плод свіжого манго миється, чиститься, нарізається шматочками розмірами 3-4см на 9-10см товщиною 0,3-0,7см, проводиться осмотичне зневоднення з доданням регулятора кислотності, цукру та консерванту, осушується та пакується в роздрібну упаковку. Партія L 30.01.2024. Дата виробництва 30.01.2024р. Термін придатності - 12 місяців з дати виробництва. Кінцева дата придатності 30.01.2025р.Не містить продуктів тваринного походження та не використовується як сировина для виробництва дієтичних добавок або кормів, не містить ГМО. Не для медичного використання, без вмісту прекурсорів, наркотичних та психотропних речовин, не в аерозольній упаковці, не кормова добавка, не для військового використання.Всього 163 920 роздрібних упаковок по 100 г нетто, розміщено в 6 830 картонних коробках по 24 дойпака в коробці, чиста вага неттто 16 392,00 кг.Перевантажено з контейнера CXRU1267620 у Польщі.Для реалізації оптом та в роздріб.Торговельна марка: JOCO.Виробник: IMEX UNIVERSAL COMPANY LIMITED, В'єтнам.Країна виробництва:VN.",Тов Євро Фуд Сервіс,Imex Universal Company Limited,16392.0,0.0,0.1,Ukraine,Vietnam,Xoài sấy,2024-04
973,Ukraine,Import,2024-03-25,2008996300.0,"1. Їстівні плоди сушені:М'яке сушене манго (Soft dried mango) - 8 496,00 кг чиста вага нетто, 42 480 роздрібних упаковок по 200 г нетто, розміщено в 1 770 картонних коробках по 24 дойпака в коробці. Товар являє собою рівномірні за розмірами шматочки плодів манго, правильної округлої чи овальної форми, колір - від жовтого до помаранчевого, характерний смак і аромат манго без сторонніх запахів та домішок з незначним доданням цукру та консерванту - метабісульфіт натрію. Ботанічна назва (Mangifera indica L.). Склад: манго 95%, цукор 4,5%, регулятор кислотності: лимонна кислота, консервант: метабісульфіт натрію. Вміст вологи - не більше 19,2%. Процес виготовлення: відібраний плод свіжого манго миється, чиститься, нарізається шматочками розмірами 3-4см на 9-10см товщиною 0,3-0,7см, проводиться осмотичне зневоднення з доданням регулятора кислотності, цукру та консерванту, осушується та пакується в роздрібну упаковку. Партія L 30.01.2024. Дата виробництва 30.01.2024р. Термін придатності - 12 місяців з дати виробництва. Кінцева дата придатності 30.01.2025р.Не містить продуктів тваринного походження та не використовується як сировина для виробництва дієтичних добавок або кормів, не містить ГМО. Не для медичного використання, без вмісту прекурсорів, наркотичних та психотропних речовин, не в аерозольній упаковці, не кормова добавка, не для військового використання.Всього 42 480 роздрібних упаковок по 200 г нетто, розміщено в 1 770 картонних коробках по 24 дойпака в коробці, вага неттто 9 027,00 кг.Перевантажено з контейнера MSCU7408536 у Польщі.Для реалізації оптом та в роздріб.Торговельна марка: JOCO.Виробник: IMEX UNIVERSAL COMPANY LIMITED, В'єтнам.Країна виробництва:VN.",Тов Євро Фуд Сервіс,Imex Universal Company Limited,9027.0,0.0,0.1,Ukraine,Vietnam,Xoài sấy,2024-03
974,USA,Import,2023-12-14,,584 NHA TRANG ANCHOVY FISH SAUCE 584 NHA TRANG ANCHOVY FISH SAUCE 40N 18OZ/6 584NT001 LUONG GIA DRIED MANGO 3.53 OZ/80 LUONGGIA001 LUONG GIA DRIED DRAGON FRUIT 3.53 OZ/80 LUONGGIA004 LIMO CRACKER (WHITE SESAME) 4.23OZ/24 LIMO002 VIETCOCO COCONUT CREAM 14.1OZ/24 VIETCOCO001 LAFOOCO BANANA CHIPS 3.5OZ/24 LAFOOCO MIXED JACKFRUIT CHIPS 3.5OZ/24 LAFOOCO JACKFRUIT CHIPS 3.5OZ/24 65060051 LAFOOCO SWEET POTATO CHIPS 3.5OZ/24 LAFOOCO PURPLE SWEET POTATO CHIPS 3.5OZ/24 LAFOOCO TARO CHIPS 3.5OZ/24 VI HAO CHILI GARLIC SAUCE 8.8OZ/12 VI HAO VI HAO CHILI SAUCE 8.8OZ/12 VI HAO VIETCOCO COCONUT CREAM 13.5FL OZ(400ML)/24 VIETCOCO ORGANIC COCONUT WATER 11.1FL OZ(330ML)/12 VIETCOCO ORGANIC COCONUT WATER 33.8FL OZ/12 DAISY CREAM WAFER (MILK) 10.05OZ/20 DAISY002 TIPO CHEESE WAFER 3.53OZ/30 TIPO001 TIPO CREAM EGG COOKIES (DURIAN) 4.76OZ/40 TIPO002 TIPO COOKIES (CHOCOCHIP) 2.65OZ/24 TIPO003 TIPO COOKIES (BUTTER) 2.65OZ/24 TIPO004 VI HAO SRIRACHA HOT CHILI SAUCE 17OZ/12 VI HAO VI HAO SRIRACHA HOT CHILI SAUCE 28OZ/12 VI HAO TROPICSUN COCONUT WATER PURE 11.1FL OZ(330ML)/12 TROPICSUN COCONUT WATER PURE 33.8FL OZ(1000ML)/12,Grand Bk Corp,"Jumax Vina Co., Ltd",24160.0,1553.0,,United States of America,Vietnam,Xoài sấy,2023-12
975,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO CHILI SALT,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,2.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
976,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO TASTY LEMON,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,2.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
977,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO TASTY LEMON,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,9.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
978,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO CHILI SALT,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,3.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
979,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO CHILI SALT,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,26.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
980,USA,Import,2024-05-15,81090.0,SOFT DRIED MANGO,Fresh Flavors Trading Ltd.,Khang Thinh Fruit And Vegetables,22119.0,21.0,0.0,United States of America,Vietnam,Xoài sấy,2024-05
981,USA,Import,2024-01-12,,DRIED NOODLE MUSHROOM SEASONING BANANA WAFER COOKIES WITH DURIAN BANANA WAFER COOKIES WITHCASHEW NUTS PINEAPPLE WAFER COOKIES CUS TARD WAFER COOKIES MANGO WAFER COOKIES TAPIOCA VERMICELLI MUNG BEAN VERMICELLI GREENB EAN VERMICELLI VEGETARIAN (MOCK FISH) SAUCE ROASTED RICE POWDER,Evershing Trading Inc,"Lucky Shing Co.,Ltd",18931.0,1939.0,,United States of America,Vietnam,Xoài sấy,2024-01
982,USA,Import,2024-01-06,,CERAMIC FLOWER POT INCENSE STICK PLASTIC FLOWER DECORATION CANDLES JOSS INCENSE POT RUBBER BAND DRIED NOODLE SALTED CASHEWS UNSALTED CASHEWS SALTED CASHEWS WITH SKIN SESAME COOKIES SESAME MIXED COOKIES DRIED MANGO,Evershing Trading Inc,"Lucky Shing Co.,Ltd",18986.0,1670.0,,United States of America,Vietnam,Xoài sấy,2024-01
983,USA,Import,2023-07-28,,CERAMIC FLOWER POT PLASTIC AGAR AGAR MOULD PLASTIC CAKE MOULD CUTTING BOARD PLASTIC ICE MOULD RICE PAPER WATER BOWL INSTANT CEREAL POWDER FLOUR FOR RICE PANCAKE VANILLINE POWDER JELLY POWDER SOUR MUSTARD PASSION HONEY ASSORTED DESSERT TUMERIC FLOUR WITH HONEY SALT - CHILLI SALT WITH PEPPER SOY SAUCE VEGETARIAN (MOCK FISH)SAUCE TASTY - DELI CIOUS HOT SAUCE DRIED MANGO PRESERVED APRICOT,Evershing Trading Inc,"Lucky Shing Co.,Ltd",18949.0,1764.0,,United States of America,Vietnam,Xoài sấy,2023-07
984,CIS,Import,2024-02-21,200899.0,"DRIED MANGO, DRIED PAPAYA, MARAKUYA CUBES, PAPAYA CUBES, MANGO CUBES",Llp Asiya Treyd,Luong Gia Food Technology Corporation,53856.6,,0.0,Kazakhstan,Vietnam,Xoài sấy,2024-02
985,CIS,Import,2024-01-21,200899.0,"MARAKUYA CUBES, MANGO CUBES, DRIED MANGO, DRIED PAPAYA, DRIED PASSION FRUIT, DRIED GRAPEFRUIT",Llp Asiya Treyd,Luong Gia Food Technology Corporation,26976.5,,0.0,Kazakhstan,Vietnam,Xoài sấy,2024-01
986,CIS,Import,2024-01-15,200899.0,"MARAKUYA CUBES, PINEAPPLE CUBES, MANGO CUBES, DRIED MANGO, DRIED GUAVA, DRIED PAPAYA, DRIED PASSION FRUIT, DRIED ORANGE, DRIED WHITE DRAGON FRUIT, DRIED PINEAPPLE, TINNED EXOTIC FRUIT",Llp Asiya Treyd,Luong Gia Food Technology Corporation,27527.4,,0.0,Kazakhstan,Vietnam,Xoài sấy,2024-01
987,CIS,Import,2023-12-20,200899.0,"PASSION FRUIT CUBES, PINEAPPLE CUBES, MANGO CUBES, PAPAYA CUBES, DRIED MANGO, DRIED GUAVA, DRIED PAPAYA, DRIED PASSION FRUIT, DRIED ORANGE",Llp Asiya Treyd,Luong Gia Food Technology Corporation,27114.9,,0.0,Kazakhstan,Vietnam,Xoài sấy,2023-12
988,CIS,Import,2023-11-25,200899.0,"MARAKUYA CUBES, PAPAYA CUBES, ORANGE CUBES, PINEAPPLE CUBES, MANGO DRIED, DRIED PASSION FRUIT, DRIED PAPAYA, TINNED EXOTIC FRUIT",Llp Dare,Luong Gia Food Technology Corporation,27757.4,,0.0,Kazakhstan,Vietnam,Xoài sấy,2023-11
989,USA,Import,2024-01-24,,SOUTHERN GROVE DRIED MANGO SLICE,"Fuel By Nature Food Products (Usa),","Maxwell Foods (Asia) Co., Ltd.",13365.0,3300.0,,United States of America,Vietnam,Xoài sấy,2024-01
990,USA,Import,2024-02-07,,SOUTHERN GROVE DRIED MANGO SLICE,"Fuel By Nature Food Products (Usa),","Maxwell Foods (Asia) Co.,Ltd",13365.0,3300.0,,United States of America,Vietnam,Xoài sấy,2024-02
991,USA,Import,2023-12-29,,SOUTHERN GROVE DRIED MANGO SLICE,"Fuel By Nature Food Products (Usa),","Maxwell Foods (Asia) Co.,Ltd",13365.0,3300.0,,United States of America,Vietnam,Xoài sấy,2023-12
992,USA,Import,2023-11-20,,DRIED MANGO WITH SALT & CHILI DRIED KUMQUAT LUC NGAN LYCHEE FRUIT SOFT DRIED ACEROLA CHERRY WITH SALT & CHILI HIBISCUS SMOOTHIE MULBERRY SMOOTHIE FRIED BANANA FLOUR COCONUT CRACKERWITH PEANUTS STAR SHAPED MACARONI STAR SHAPE D VEGETABLE MACARONI KUMQUAT DISTILLED WITH ROCK SUGAR PRESERVED KUMQUAT PRESERVED LIME PRESERVED APRICOT ORIENTAL MIXED SOY SAUCE SALTED POMELO JAM CASHEW NUTS POMELO & SARSI MINTSMOOTHIE PASSION FRUIT MIXED WITH HONEY & AR ENGA PINNATA FRUIT BOARD JELLY SESAME COOKIESWITH FISH SAUCE COLA BOARD JELLY,C&T Produce Wholesale Inc.,Nature Health Nhc Limited Liability,20999.0,1817.0,,United States of America,Vietnam,Xoài sấy,2023-11
993,USA,Import,2023-11-12,,"QUANG NAM STYLE NOODLE, ARROWROOT STARCH, GARLIC POWDER, GO-LEMONGRASS POWDER, GALANGALPOWDER, PYRAMIDE POWDER, CHILLI SALT, DRIED BANANA, BANANA CANDY, FRIED RICE CAKE-ONION CHILLI , FRIED RICE CAKE WITH CUTTLEFISH, CUTTLEFISH JERKY, FRIED MACARONI WITH CUTTLEFISH, ROASTED SQUID, DRIED CORN, DRIED MANGO, PRESERVED STARBERRY , COOKIE & SESAME CRACKER.",East Bay Wholesales Corp,"Ngo Chi Thanh Co., Ltd",16516.0,2045.0,,United States of America,Vietnam,Xoài sấy,2023-11
994,USA,Import,2023-08-03,,"FOODSTUFF RICE VERMICELLI, QUANG NAM STYLE NOODLE, VIETNAMESE SALAD ROLL WRAPPER , SESAME CRACKER, CASSAVA FLOUR, DRIED MANGO, ROASTED SQUID, LYCHEE FISH AND HONEY LOTUS SEED.HS CODE: 19023090, 19023090, 19059090,190 59090, 11081400, 08045022, 03074929, 03055929- 12119019",East Bay Wholesales Corporation,"Ngo Chi Thanh Co., Ltd",18366.0,1900.0,,United States of America,Vietnam,Xoài sấy,2023-08
995,All of Vietnam,Import,2023-07-21,8045022.0,Xoài sấy dẻo (Dried mango)>mới 100% .Chưa quá quá trình gia công chế biến ở nước ngoài,Công ty TNHH Sc Commerce,"Nils Co.,Ltd",0.0,1300.0,25.9,Vietnam,Vietnam,Xoài sấy,2023-07
996,Ukraine,Import,2024-04-23,804500000.0,"1.Манго сушені (Mangifera indica): Dried Mango 500gram - 16000кг;Dried Mango 250gram - 6000кг;Виробник: NODAVI FOOD CO., LTD.Торговельна марка: NODAVI.Країна виробництва - VN.","Тов ""Мега Фуд Сервіс Україна""","Nodavi Food Co., Ltd",22000.0,0.0,0.1,Ukraine,Vietnam,Xoài sấy,2024-04
997,Ukraine,Import,2023-11-13,804500000.0,"1.Манго сушені, без спирту, (Mangifera indica):Dried Mango 500gram - 14000кг;Dried Mango 250gram - 8000кг;Виробник: NODAVI FOOD CO., LTD.Торговельна марка: NODAVI.Країна виробництва - VN.","Тов ""Мега Фуд Сервіс Україна""","Nodavi Food Co., Ltd",22000.0,22000.0,0.1,Ukraine,Vietnam,Xoài sấy,2023-11
998,Ukraine,Import,2023-12-11,2008996300.0,"1. Тропічні плоди (цукати), без додання спирту, з доданням цукру, у первинних упаковках, масою нетто не більше як 1 кг: Dried Papaya 500 gram - bottle - 1540кгDried Passion Fruit 500 gram - bottle - 1040кгDried Dragon Fruit 500 gram - bottle - 500кгDried mango 500 gram - bottle - 2000кгDried Mango 250 gram - bag - 3000кгDried Mango 500 gram - bag - 9500кгDried Mango 1 kg - bag - 2000кгТорговельна марка NODAVI FOOD Виробник NODAVI FOOD COMPANY LIMITEDКраїна виробництва VN",Тов «Глобал Грінфуд»,Nodavi Food Limited Company,19580.0,19580.0,0.0,Ukraine,Vietnam,Xoài sấy,2023-12
999,New philippines,Import,2024-06-14,20060000000.0,VN SOFT DRIED MANGO SLICE 2KG,J & K Impex Group Corporation,Nong Lam Food Jsc,2000.0,,0.0,Philippines,Vietnam,Xoài sấy,2024-06
1000,All of Vietnam,Import,2023-09-05,20089990.0,"Xoài sấy dẻo - Soft Dried Mango A 5kg, hàng mới 100%",Công ty TNHH Quốc Tế L&C,Ootinterface,,100.0,121.9,Vietnam,Vietnam,Xoài sấy,2023-09
1001,USA,Import,2024-02-27,,"DRIED FISH MAW DRIED MANGO THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THE SAME (-) TEL: (+84272)3634521, FAX: (+84272) 3634526 EMAIL: THUYTIEN@PHILONGFOODEXPORT.COM.VN WEBSITE: WWW.PHILONGFOODEXPORT.COM.VN",Cc Global Stone Inc,"Phi Long Food Manufactory Co.,Ltd",5222.0,646.0,,United States of America,Vietnam,Xoài sấy,2024-02
1002,All of Vietnam,Import,2023-11-06,8045022.0,"Xoài sấy Dried Mango, 1 thùng 40 gói. 1 gói 500gram. Hàng mới 100%",Công ty TNHH Vikingo Việt Nam,"Pyung Hae Food Co., Ltd",,5.0,12.7,Vietnam,Vietnam,Xoài sấy,2023-11
1003,All of Vietnam,Import,2023-11-03,8045022.0,"Xoài sấy Dried Mango, 1 thùng 40 gói. 1 gói 500gram. Nhập hàng bị trả lại từ tờ khai xuất khẩu số: 305818419600 /B11, ngày 18/09/2023. Hàng mới 100%",Công ty TNHH Vikingo Việt Nam,"Pyung Hae Food Co., Ltd",,5.0,12.7,Vietnam,Vietnam,Xoài sấy,2023-11
1004,USA,Import,2023-09-09,,"1/ FREEZE DRIED MANGO NET WEIGHT: 4,290.00 KGS HS CODE: 0804508010 ""LOT NO.: RLWIP23007M -REF.PO NO.: I62115 /WO NO.: MR116920 - REF.P O NO.: I62116 /WO NO.: MR116921 - REF.PO NO.:I62117 /WO NO.: MR116922 SHIPPER : RELIFOODS JOINT STOCK COMPANY PLOT 2.10I , TRA NOC II INDUSTRIAL ZONE, PHUOC THOI WARD, O MON DISTRICT, CAN THO CITY, VIETNAM (FDA NO. 12687747306) IQF MANUFACTURER : AN GIANG FRUITVEGETABLES & FOODSTUFF JOINT STOCK COMPANY (ANTESCO) (FDA NO. 18999010962 DUNS# 673186857) 2/ FREEZE DRIED RED DRAGON FRUIT NET WEIGHT: 850.00 KGS HS CODE: 0813409000 ""LOT NO.: RLWIP23002 - REF.PO NO.: I60514 /WO NO.: MR116861 - REF.PO NO.: I60515 /WO NO.: MR116862 SHIPPER AND IQF MANUFACTURER : RELIFOODS JOINT STOCK COMPANY PLOT 2.10I , TRA NOC II INDUSTRIAL ZONE, PHUOC THOI WARD, O MON DISTRICT, CAN THO CITY, VIETNAM (FDA NO. 12687747306) CONTAINER TO BE SET AT PLUS 20 DEGREES CELSIUS SHIPPER CERTIFY THAT NO WOOD",Mercer Foods Llc,Relifoods Joint Stock Company,6100.0,48.0,,United States of America,Vietnam,Xoài sấy,2023-09
1005,USA,Import,2023-08-16,,"FREEZE DRIED MANGO NET WEIGHT: 4,759.20 KGS HS CODE: 0804508010 LOT NO.: RLWIP23004M",Mercer Foods Llc,Relifoods Joint Stock Company,5719.0,48.0,,United States of America,Vietnam,Xoài sấy,2023-08
1006,USA,Import,2023-08-04,,"FREEZE DRIED MANGO NET WEIGHT: 4,800.00 KGS HS CODE: 0804508010 LOT NO.: RLWIP23003M - REF.PO NO.: I62112 /WO NO.: MR116917 - REF.PO NO.: I62111 /WO NO.: MR116916 - REF.PO NO.: I62110 /WO NO.: MR116915 1.) SHIPPER : RELIFOODSJOINT STOCK COMPANY LOT 2.10I , TRA NOC II I NDUSTRIAL ZONE, PHUOC THOI WARD, O MON DISTRICT, CAN THO CITY, VIETNAM (FDA NO. 12687747306) 2.) MANUFACTURER : AN GIANG FRUITVEGETABLES & FOODSTUFF JOINT STOCK COMPANY (ANTESCO) (FDA NO. 18999010962 DUNS# 673186857)",Mercer Foods Llc,Relifoods Joint Stock Company,5760.0,4800.0,,United States of America,Vietnam,Xoài sấy,2023-08
1007,USA,Import,2023-09-08,,FREEZE DRIED MANGO,Mercer Foods Llc,Relifoods Joint Stock Company,5760.0,48.0,,United States of America,Vietnam,Xoài sấy,2023-09
1008,USA,Import,2023-08-24,,FREEZE DRIED MANGO,Mercer Foods Llc,Relifoods Joint Stock Company,5760.0,48.0,,United States of America,Vietnam,Xoài sấy,2023-08
1009,USA,Import,2023-08-08,,FREEZE DRIED MANGO,Mercer Foods Llc,Relifoods Joint Stock Company,5760.0,48.0,,United States of America,Vietnam,Xoài sấy,2023-08
